Age,Gender,EducationBackground,MaritalStatus,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,EmpDepartment_Freq,EmpJobRole_Freq
27,0,4,2,2,8,3,3,67,3,1,4,1,0,11,3,6,5,2,6,2,0.6931471805599453,4,0,3,0.28583333333333333,0.07833333333333334
29,0,3,2,2,9,3,2,52,1,1,2,1,0,13,3,2,3,3,2,2,1.0986122886681098,2,1,2,0.31083333333333335,0.0575
29,1,5,2,1,1,3,4,70,4,2,3,8,1,12,4,10,5,4,3,2,0.0,2,0,3,0.28583333333333333,0.0275
30,1,3,0,2,15,2,3,94,2,3,1,2,0,11,1,12,2,3,7,7,0.6931471805599453,7,0,3,0.31083333333333335,0.225
34,1,4,1,2,2,4,4,97,4,1,4,0,1,14,1,6,3,3,5,0,0.6931471805599453,2,0,3,0.28583333333333333,0.06416666666666666
33,0,3,2,0,2,3,4,62,3,2,2,8,0,15,4,13,2,2,11,7,0.6931471805599453,7,0,3,0.31083333333333335,0.225
49,0,3,2,2,11,4,4,80,3,2,4,3,0,12,3,8,1,4,5,1,0.0,4,0,3,0.31083333333333335,0.225
33,0,5,2,2,16,3,1,74,3,3,1,2,1,20,3,11,2,2,1,0,0.0,0,1,4,0.31083333333333335,0.225
38,0,4,1,1,2,2,3,75,2,1,2,4,0,14,2,9,4,2,6,1,0.0,5,0,3,0.28583333333333333,0.05333333333333334
32,1,2,2,0,5,4,2,65,3,1,2,2,0,14,2,12,3,3,7,7,0.0,7,0,3,0.28583333333333333,0.06416666666666666
38,1,4,1,2,18,3,2,60,1,2,4,3,1,16,3,15,2,3,1,0,0.6931471805599453,0,0,3,0.28583333333333333,0.0275
43,1,2,1,1,17,3,3,38,2,1,3,8,1,16,4,6,4,3,1,0,0.0,0,1,3,0.28583333333333333,0.06416666666666666
55,1,4,1,2,2,3,3,60,2,5,1,8,0,12,2,28,2,3,1,0,0.0,0,0,3,0.28583333333333333,0.015833333333333335
33,1,2,0,0,4,3,4,90,3,2,2,5,0,15,4,11,2,2,9,8,0.6931471805599453,7,0,3,0.28583333333333333,0.06416666666666666
41,1,5,0,2,9,4,3,94,3,1,1,1,0,20,2,5,2,3,5,3,0.0,4,0,4,0.28583333333333333,0.05333333333333334
34,1,5,0,0,10,3,4,87,3,2,3,1,1,14,3,15,3,3,15,11,0.0,7,0,3,0.31083333333333335,0.225
53,0,4,1,0,1,4,1,60,2,4,3,4,1,20,4,27,2,2,3,2,0.0,2,0,3,0.28583333333333333,0.0275
43,1,5,2,2,2,3,2,97,3,1,4,0,0,13,2,10,5,3,9,7,0.6931471805599453,8,0,2,0.045,0.0375
34,0,5,2,2,3,2,4,32,1,2,4,5,0,12,1,6,3,3,2,2,1.0986122886681098,2,0,3,0.31083333333333335,0.225
21,1,3,2,2,7,1,2,31,3,1,2,1,0,13,2,1,3,3,1,0,0.6931471805599453,0,1,3,0.31083333333333335,0.0575
38,0,1,1,2,6,2,4,40,2,1,3,1,0,11,2,5,3,3,5,4,0.0,4,0,3,0.28583333333333333,0.07833333333333334
22,0,4,1,2,8,1,3,79,3,1,1,1,1,17,3,1,6,3,1,0,0.0,0,1,3,0.28583333333333333,0.07833333333333334
31,0,3,1,2,29,4,1,91,2,2,4,1,0,14,1,13,3,3,12,7,1.791759469228055,7,0,2,0.31083333333333335,0.225
46,1,4,0,2,2,4,3,46,3,5,4,7,1,17,3,24,3,3,2,1,1.0986122886681098,2,0,3,0.28583333333333333,0.015833333333333335
36,1,5,1,2,10,3,4,90,3,3,1,7,1,13,4,15,1,3,12,8,1.791759469228055,7,0,3,0.28583333333333333,0.07833333333333334
44,1,4,0,1,1,2,3,99,3,1,2,1,1,12,3,6,2,2,5,3,1.0986122886681098,3,1,3,0.28583333333333333,0.06416666666666666
37,1,1,0,2,8,2,3,89,3,2,2,2,0,13,3,19,4,2,10,0,1.6094379124341003,7,0,3,0.045,0.0375
33,1,5,1,2,8,4,4,90,4,1,1,6,0,19,2,14,1,3,10,8,2.0794415416798357,6,0,3,0.28583333333333333,0.06416666666666666
46,1,5,2,0,26,2,2,98,2,2,2,8,0,15,3,6,3,3,2,2,1.0986122886681098,2,0,2,0.31083333333333335,0.225
40,0,5,1,2,2,2,3,99,3,1,1,4,0,17,4,7,5,2,4,3,0.0,2,0,3,0.28583333333333333,0.05333333333333334
35,1,4,0,0,2,2,2,90,3,2,4,2,0,14,3,15,6,3,7,7,0.6931471805599453,7,0,2,0.28583333333333333,0.07833333333333334
38,1,0,0,0,2,3,1,100,3,1,2,5,0,13,4,13,3,3,11,10,1.3862943611198906,8,0,2,0.045,0.0375
34,1,5,1,1,9,4,4,93,3,2,1,4,0,17,3,11,3,2,7,1,0.0,7,1,3,0.28583333333333333,0.05333333333333334
39,1,5,0,1,20,3,3,83,3,2,4,2,0,18,4,7,6,3,2,1,1.0986122886681098,2,0,3,0.31083333333333335,0.225
43,1,5,2,0,9,3,1,52,3,1,3,4,0,13,3,7,2,2,3,2,0.6931471805599453,2,0,2,0.28583333333333333,0.06416666666666666
41,1,5,2,2,5,3,2,85,4,2,2,3,0,12,1,11,3,1,3,2,0.6931471805599453,2,0,2,0.28583333333333333,0.0275
41,0,3,0,2,4,1,3,81,3,3,3,0,1,13,4,23,3,4,20,11,2.3978952727983707,5,0,3,0.31083333333333335,0.225
34,1,2,1,2,8,2,2,92,4,2,3,1,0,21,3,10,5,3,10,8,1.6094379124341003,8,0,2,0.31083333333333335,0.225
58,1,4,0,0,2,3,2,52,3,4,2,4,0,22,4,28,0,2,16,9,2.3978952727983707,10,0,2,0.31083333333333335,0.0425
35,1,4,1,2,23,4,2,91,1,1,3,0,0,16,2,6,2,4,5,4,0.0,3,0,3,0.28583333333333333,0.05333333333333334
47,0,5,0,2,4,3,3,92,2,3,2,8,1,12,3,28,4,3,20,11,2.3978952727983707,10,0,3,0.28583333333333333,0.07833333333333334
40,0,5,0,2,12,3,2,47,3,2,1,2,0,12,2,15,3,3,7,4,2.0794415416798357,7,0,2,0.28583333333333333,0.0275
54,0,4,1,2,7,4,4,68,3,2,4,4,0,15,2,14,2,2,7,1,0.6931471805599453,7,0,3,0.28583333333333333,0.06416666666666666
31,0,3,1,1,7,4,1,68,3,3,1,2,0,14,4,9,3,3,3,2,1.0986122886681098,2,0,2,0.31083333333333335,0.225
38,0,3,1,2,2,4,2,77,1,2,4,2,1,20,1,20,4,2,4,2,0.0,3,0,3,0.31083333333333335,0.0575
26,1,4,2,2,10,3,3,46,3,2,4,1,0,13,1,5,4,3,5,3,0.6931471805599453,2,0,3,0.31083333333333335,0.225
58,1,5,1,1,15,4,1,87,3,4,3,2,1,14,2,23,3,3,2,2,1.0986122886681098,2,0,2,0.28583333333333333,0.07833333333333334
18,0,4,2,0,14,3,2,33,3,1,3,1,0,16,3,1,4,1,1,0,0.0,0,0,3,0.28583333333333333,0.07833333333333334
31,1,0,1,2,18,5,4,89,4,1,1,0,0,17,3,2,4,3,1,0,0.0,0,1,3,0.045,0.0375
45,0,5,1,0,2,4,3,67,3,2,3,4,0,22,2,10,3,4,8,7,1.791759469228055,7,0,4,0.31083333333333335,0.225
36,0,1,1,2,2,4,4,73,3,2,2,4,1,22,4,15,2,3,1,0,0.0,0,0,4,0.28583333333333333,0.06416666666666666
43,1,5,1,1,2,4,1,92,3,2,4,1,0,20,3,7,5,3,7,7,2.0794415416798357,7,0,2,0.31083333333333335,0.225
27,0,5,2,1,5,2,4,53,3,1,4,0,1,14,3,6,3,2,5,4,0.0,2,0,3,0.28583333333333333,0.07833333333333334
29,1,4,1,1,20,1,4,40,3,1,4,1,0,13,2,11,3,4,11,8,1.3862943611198906,10,0,3,0.28583333333333333,0.05333333333333334
32,1,3,2,1,10,4,4,79,3,2,4,8,0,13,3,4,2,4,1,0,0.0,0,0,3,0.31083333333333335,0.225
42,1,2,1,0,10,4,3,38,3,1,3,3,0,22,2,10,1,2,6,3,1.3862943611198906,3,0,4,0.28583333333333333,0.06416666666666666
47,0,5,2,2,9,4,2,64,3,1,3,4,0,12,3,7,2,3,2,2,1.0986122886681098,0,0,2,0.28583333333333333,0.05333333333333334
46,1,5,0,2,2,2,4,82,3,3,4,3,0,14,3,12,4,2,9,8,1.6094379124341003,7,0,3,0.28583333333333333,0.0275
28,1,5,0,0,1,2,3,43,3,1,4,1,0,15,2,3,2,3,3,2,1.0986122886681098,2,0,3,0.045,0.0375
29,1,5,0,2,29,1,4,93,1,2,3,8,0,17,4,11,3,3,7,0,0.6931471805599453,6,0,3,0.28583333333333333,0.0275
42,1,5,2,2,8,3,4,81,3,1,3,4,0,13,4,8,3,3,1,0,0.0,0,0,3,0.28583333333333333,0.07833333333333334
32,1,3,2,2,2,4,3,82,2,2,2,7,1,12,3,7,3,2,2,2,1.0986122886681098,2,1,3,0.31083333333333335,0.225
46,0,2,0,2,3,3,1,45,4,4,1,2,0,12,4,25,5,3,19,11,1.0986122886681098,8,0,2,0.31083333333333335,0.225
27,0,4,1,2,23,1,2,36,2,2,3,1,0,21,4,9,5,3,9,8,1.791759469228055,8,0,2,0.31083333333333335,0.0575
29,1,4,1,2,6,1,4,87,2,1,2,1,0,11,4,1,3,3,1,0,0.0,0,0,3,0.045,0.0375
48,1,5,1,2,10,3,4,91,2,5,2,4,0,12,4,28,3,3,20,10,2.3978952727983707,9,0,3,0.28583333333333333,0.07833333333333334
29,1,5,2,1,24,2,4,73,2,1,4,1,1,24,2,1,3,2,1,0,0.6931471805599453,0,1,4,0.28583333333333333,0.06416666666666666
55,1,2,1,2,2,4,2,98,2,1,4,8,0,20,2,19,2,4,5,2,0.0,4,0,3,0.28583333333333333,0.06416666666666666
28,0,4,1,2,3,3,2,78,3,1,2,1,0,19,4,1,3,3,1,0,0.0,0,0,3,0.31083333333333335,0.0575
30,1,4,2,2,9,3,2,89,3,1,4,1,0,13,3,1,3,2,1,0,0.0,0,1,3,0.31083333333333335,0.0575
22,1,5,2,2,7,1,4,75,3,1,2,1,1,23,1,1,2,3,1,0,0.0,0,1,4,0.28583333333333333,0.06416666666666666
36,0,2,1,2,10,4,2,63,2,2,3,1,1,13,1,10,4,3,10,9,0.6931471805599453,7,0,2,0.31083333333333335,0.225
34,1,5,1,2,4,3,3,64,3,3,4,2,1,13,4,9,3,3,5,3,0.6931471805599453,0,0,3,0.31083333333333335,0.225
29,1,5,2,2,7,3,4,59,3,1,1,3,0,14,2,11,2,3,3,2,0.6931471805599453,2,0,3,0.28583333333333333,0.05333333333333334
37,1,4,1,2,7,4,4,78,3,2,1,5,1,22,3,16,2,3,5,3,0.0,4,0,4,0.28583333333333333,0.06416666666666666
35,0,1,1,2,16,2,4,44,2,2,2,0,1,11,4,4,2,3,3,2,0.0,2,0,3,0.28583333333333333,0.0275
45,0,5,1,2,25,2,2,93,2,2,4,0,0,13,4,10,2,2,9,8,1.3862943611198906,8,0,2,0.28583333333333333,0.0275
36,1,0,2,1,2,1,2,94,2,2,4,1,0,21,4,10,2,2,10,1,0.0,8,0,4,0.045,0.0375
40,1,5,0,2,1,4,1,98,3,4,1,2,0,11,1,22,3,3,19,7,2.3978952727983707,10,0,2,0.28583333333333333,0.07833333333333334
26,0,5,1,2,1,2,2,90,2,1,3,1,1,13,3,1,3,2,1,0,0.6931471805599453,0,0,3,0.28583333333333333,0.06416666666666666
27,0,4,2,2,2,2,1,89,4,2,3,0,0,14,2,9,5,2,8,7,0.0,7,0,3,0.31083333333333335,0.225
48,0,4,0,1,22,3,4,58,3,4,4,3,0,11,2,24,3,3,20,11,1.6094379124341003,7,0,3,0.28583333333333333,0.0425
44,1,5,1,2,1,4,2,78,4,2,1,2,0,15,4,10,5,3,2,0,1.0986122886681098,2,0,3,0.28583333333333333,0.0275
34,1,2,1,0,16,4,4,85,1,1,1,1,1,23,2,5,2,3,5,2,1.3862943611198906,0,1,4,0.28583333333333333,0.06416666666666666
56,1,5,2,2,24,2,1,97,3,1,4,1,0,16,4,5,3,3,4,2,0.6931471805599453,0,1,2,0.28583333333333333,0.07833333333333334
36,1,3,1,2,17,2,3,33,2,2,2,2,0,16,3,12,1,1,4,2,0.6931471805599453,3,0,2,0.31083333333333335,0.225
41,0,3,1,2,8,3,3,54,3,2,2,5,0,21,3,14,3,3,5,4,0.6931471805599453,4,0,4,0.31083333333333335,0.225
42,1,4,1,2,6,3,3,83,3,3,1,8,0,13,2,18,3,4,13,7,1.791759469228055,7,0,3,0.28583333333333333,0.07833333333333334
31,0,4,0,2,10,2,3,86,3,2,4,2,1,11,4,8,2,3,5,2,0.6931471805599453,4,0,3,0.31083333333333335,0.225
34,0,4,1,2,3,1,4,75,2,2,4,3,1,12,3,9,3,2,4,2,0.0,1,0,3,0.31083333333333335,0.225
31,0,4,0,2,4,3,1,62,4,1,3,8,0,12,2,4,0,2,2,2,1.0986122886681098,2,0,2,0.28583333333333333,0.05333333333333334
26,1,1,1,1,6,3,3,61,4,1,4,0,0,18,1,8,3,3,7,7,2.0794415416798357,7,0,3,0.28583333333333333,0.07833333333333334
45,1,4,2,1,1,4,2,44,3,2,3,4,0,12,3,12,3,3,4,2,0.0,3,0,3,0.28583333333333333,0.07833333333333334
33,1,3,2,2,10,4,2,43,3,2,3,1,0,14,2,10,2,2,10,4,0.0,9,0,3,0.31083333333333335,0.225
28,1,5,1,1,1,2,3,42,2,2,4,1,1,12,3,7,2,3,7,7,0.0,7,0,3,0.31083333333333335,0.225
39,0,5,1,0,21,4,1,32,1,2,3,6,0,19,3,10,1,3,3,2,0.6931471805599453,2,0,2,0.31083333333333335,0.225
27,1,2,1,2,2,4,2,41,3,1,2,1,0,11,3,6,3,2,5,3,0.6931471805599453,2,0,2,0.28583333333333333,0.07833333333333334
34,1,1,1,1,22,4,3,86,2,2,4,1,1,15,2,16,3,3,15,10,1.9459101490553132,10,0,3,0.28583333333333333,0.06416666666666666
47,1,2,1,0,14,4,3,64,3,2,2,8,0,18,3,16,4,4,8,7,0.6931471805599453,7,0,3,0.28583333333333333,0.07833333333333334
56,0,3,1,2,11,5,4,89,2,2,1,4,0,16,3,6,3,3,1,0,0.0,0,0,3,0.31083333333333335,0.225
38,0,4,0,1,8,3,4,58,2,2,2,1,1,16,3,20,3,3,20,11,0.0,7,0,3,0.28583333333333333,0.07833333333333334
58,0,5,1,2,21,3,4,72,3,4,4,4,1,13,3,28,2,2,1,0,0.0,0,0,3,0.31083333333333335,0.0425
32,0,5,2,1,5,2,1,47,4,1,3,3,1,14,1,8,2,3,4,1,0.0,3,1,3,0.28583333333333333,0.06416666666666666
38,1,5,0,2,9,2,2,71,3,1,4,2,0,19,4,10,0,4,5,2,0.0,3,0,4,0.28583333333333333,0.07833333333333334
49,1,5,1,1,2,1,2,42,3,5,4,3,0,15,4,28,3,3,5,4,1.6094379124341003,3,0,2,0.28583333333333333,0.07833333333333334
42,1,3,0,2,12,4,2,77,3,2,4,3,1,12,3,14,4,3,1,0,0.0,0,0,3,0.31083333333333335,0.225
27,0,0,1,1,22,3,1,58,2,1,2,1,0,12,1,1,2,3,1,0,0.0,0,1,3,0.045,0.0375
35,1,4,1,2,18,4,2,71,3,2,1,0,0,16,4,6,2,1,5,3,0.0,4,0,2,0.31083333333333335,0.225
28,1,4,2,0,16,3,3,49,3,1,3,1,0,14,3,5,3,2,5,3,0.6931471805599453,4,0,3,0.28583333333333333,0.07833333333333334
31,1,4,0,0,3,2,3,48,3,1,1,1,1,13,4,4,3,4,4,2,1.0986122886681098,3,0,3,0.28583333333333333,0.06416666666666666
36,1,5,1,0,9,4,1,66,4,1,2,1,0,22,2,5,3,3,5,4,0.0,2,0,3,0.28583333333333333,0.07833333333333334
34,1,3,2,2,1,3,1,32,3,3,4,1,0,21,1,14,3,2,14,8,1.0986122886681098,1,0,2,0.31083333333333335,0.225
34,1,4,0,2,13,4,4,39,3,3,3,1,0,18,3,9,2,2,8,7,0.6931471805599453,1,0,3,0.31083333333333335,0.225
26,1,4,2,2,1,3,3,95,3,1,1,0,0,13,4,8,6,2,7,7,2.0794415416798357,6,0,3,0.28583333333333333,0.05333333333333334
32,0,4,0,0,15,4,3,34,3,2,4,5,0,18,2,9,6,3,5,1,0.6931471805599453,2,0,3,0.28583333333333333,0.07833333333333334
28,1,2,0,2,17,3,3,32,2,1,4,5,0,12,1,6,2,2,4,1,0.0,3,1,3,0.28583333333333333,0.07833333333333334
38,1,5,2,2,1,3,1,59,2,1,1,4,0,14,1,20,3,2,1,0,0.0,0,0,3,0.31083333333333335,0.0575
35,0,5,1,2,7,4,3,55,3,2,4,1,1,11,4,10,2,3,10,8,0.0,9,0,3,0.31083333333333335,0.225
27,1,3,2,2,9,3,4,44,3,2,4,1,0,14,1,7,5,3,7,7,0.0,7,0,3,0.31083333333333335,0.225
32,1,5,2,2,5,4,4,56,2,2,4,8,0,24,2,8,1,3,1,0,0.0,0,0,4,0.28583333333333333,0.07833333333333334
31,1,3,1,1,26,4,1,63,3,2,4,1,1,11,3,10,4,3,10,7,0.0,8,1,3,0.31083333333333335,0.225
53,1,5,2,2,24,4,1,66,3,3,1,6,1,13,2,15,2,2,2,2,1.0986122886681098,2,1,2,0.31083333333333335,0.225
54,0,5,1,2,9,2,1,67,3,2,3,3,0,11,3,9,6,2,4,3,1.0986122886681098,3,0,2,0.28583333333333333,0.06416666666666666
33,1,5,0,1,7,2,4,36,3,2,3,1,0,20,3,9,2,3,9,7,1.0986122886681098,8,0,4,0.28583333333333333,0.07833333333333334
43,1,5,1,2,11,3,1,30,3,3,3,1,0,17,2,10,1,3,10,9,0.0,9,0,3,0.28583333333333333,0.0275
38,1,1,1,1,1,4,4,88,3,1,2,0,1,11,2,7,2,3,6,2,0.6931471805599453,2,0,3,0.045,0.0375
55,1,0,1,2,26,4,3,71,4,5,2,4,1,18,1,28,0,3,10,9,0.6931471805599453,4,0,3,0.045,0.0425
31,0,4,0,2,2,1,4,59,1,1,4,1,1,11,3,1,4,3,1,0,0.0,0,0,3,0.28583333333333333,0.07833333333333334
39,1,3,2,2,15,4,2,77,3,4,1,0,0,12,1,21,3,3,20,8,2.3978952727983707,10,0,2,0.31083333333333335,0.225
42,1,5,2,0,23,2,4,37,2,2,3,1,0,12,4,20,2,3,20,9,1.3862943611198906,7,0,3,0.28583333333333333,0.06416666666666666
31,0,4,1,0,10,3,3,40,3,3,3,4,0,20,3,13,2,4,11,7,1.6094379124341003,8,0,4,0.28583333333333333,0.015833333333333335
54,0,4,2,2,10,3,3,77,3,2,1,6,1,19,4,9,3,3,5,2,0.6931471805599453,4,0,3,0.28583333333333333,0.0275
24,1,5,2,2,1,2,2,45,2,2,3,1,0,12,2,4,2,2,4,3,0.6931471805599453,2,0,2,0.28583333333333333,0.0275
23,1,1,2,2,12,2,4,78,3,1,4,1,0,13,3,5,6,4,5,2,0.6931471805599453,4,0,3,0.28583333333333333,0.05333333333333334
40,0,2,1,1,11,3,4,73,3,2,3,1,0,11,1,10,2,4,10,9,2.302585092994046,4,0,3,0.28583333333333333,0.05333333333333334
40,0,3,1,2,2,2,2,92,3,2,2,3,0,14,3,15,4,3,11,8,1.791759469228055,10,0,2,0.31083333333333335,0.225
25,0,0,1,2,2,3,3,82,3,1,2,4,0,14,3,6,3,3,2,0,0.6931471805599453,2,0,3,0.045,0.0375
30,1,4,1,2,1,2,4,76,3,1,2,1,0,13,3,12,6,2,12,8,0.6931471805599453,7,0,3,0.28583333333333333,0.05333333333333334
25,1,1,0,2,2,1,4,57,3,1,3,6,1,19,3,7,2,2,2,2,0.0,2,0,3,0.28583333333333333,0.05333333333333334
47,1,4,2,2,25,3,1,84,3,3,3,2,0,23,2,25,3,3,17,11,2.3978952727983707,10,0,2,0.28583333333333333,0.07833333333333334
38,1,5,1,2,1,4,4,86,3,2,2,0,0,15,1,16,3,3,15,11,1.791759469228055,8,0,3,0.31083333333333335,0.225
31,1,5,1,2,2,2,1,54,3,1,3,0,0,19,3,3,1,3,2,2,0.6931471805599453,2,0,2,0.31083333333333335,0.0575
42,1,5,0,2,18,4,4,35,3,2,1,6,1,17,3,9,3,2,4,3,0.6931471805599453,2,0,3,0.28583333333333333,0.06416666666666666
41,1,5,1,2,1,3,4,76,3,1,4,3,0,22,1,12,3,3,5,3,0.6931471805599453,0,0,4,0.28583333333333333,0.06416666666666666
47,0,4,1,0,1,1,3,98,3,3,2,0,0,18,1,14,3,1,13,8,1.791759469228055,10,0,2,0.28583333333333333,0.06416666666666666
35,1,4,1,2,11,4,4,43,3,1,3,7,1,11,3,5,3,3,2,2,1.0986122886681098,2,0,3,0.28583333333333333,0.015833333333333335
22,1,5,2,2,1,2,4,63,3,1,3,0,0,12,4,4,2,4,3,2,0.6931471805599453,2,0,3,0.28583333333333333,0.06416666666666666
35,1,4,2,2,9,4,2,48,3,2,3,1,0,19,2,10,5,3,10,7,0.0,8,0,3,0.28583333333333333,0.06416666666666666
33,0,4,1,2,15,2,2,95,3,2,4,0,1,13,1,10,6,3,9,7,2.1972245773362196,1,0,2,0.28583333333333333,0.0275
32,0,5,2,2,29,4,3,49,2,1,2,1,0,13,3,6,3,3,6,2,1.6094379124341003,1,0,3,0.28583333333333333,0.05333333333333334
40,1,5,1,2,1,4,1,83,3,1,4,8,0,19,3,8,3,2,1,0,0.0,0,0,3,0.28583333333333333,0.05333333333333334
32,1,4,1,2,1,4,2,68,2,1,2,0,0,14,2,3,2,3,2,2,1.0986122886681098,2,0,2,0.31083333333333335,0.0575
39,1,5,2,2,24,1,1,52,3,2,4,7,0,13,1,18,2,3,7,7,0.6931471805599453,7,0,2,0.28583333333333333,0.06416666666666666
38,0,4,1,2,10,3,2,99,1,3,3,3,0,12,1,20,3,3,18,11,0.6931471805599453,10,0,2,0.28583333333333333,0.015833333333333335
37,0,5,1,2,10,3,3,42,4,3,4,1,1,25,1,16,2,3,16,11,1.9459101490553132,8,0,4,0.28583333333333333,0.015833333333333335
25,0,1,0,2,8,2,1,85,3,2,3,0,1,22,2,6,3,2,5,3,0.0,4,0,3,0.31083333333333335,0.225
52,1,5,0,0,29,4,1,40,3,1,4,2,0,15,2,16,3,2,9,8,0.0,0,0,3,0.31083333333333335,0.0575
44,1,4,2,2,1,3,2,42,3,1,4,6,1,12,3,6,2,3,4,3,0.6931471805599453,2,0,2,0.28583333333333333,0.06416666666666666
21,1,4,2,2,5,1,3,58,3,1,1,1,1,11,4,2,6,3,2,2,0.6931471805599453,2,0,3,0.31083333333333335,0.0575
23,1,3,1,1,9,3,4,33,3,1,1,1,0,19,1,1,3,2,1,0,0.6931471805599453,0,1,3,0.31083333333333335,0.0575
36,0,4,1,2,3,3,1,94,2,3,4,0,0,19,3,10,2,3,9,7,1.3862943611198906,4,0,2,0.31083333333333335,0.225
36,0,5,0,1,4,2,4,97,3,2,2,7,0,13,2,18,3,3,4,2,0.0,2,0,3,0.28583333333333333,0.0275
56,1,5,0,0,1,4,3,57,3,2,3,1,0,21,1,13,2,2,13,11,0.6931471805599453,9,0,4,0.28583333333333333,0.0275
29,1,4,1,2,1,4,1,36,3,1,4,8,1,14,2,4,3,4,2,2,1.0986122886681098,2,1,2,0.28583333333333333,0.06416666666666666
56,1,2,1,2,7,2,4,72,3,1,3,8,0,11,4,14,4,1,10,9,2.302585092994046,8,1,2,0.28583333333333333,0.05333333333333334
41,0,5,1,2,28,4,1,60,2,4,2,0,0,23,3,21,3,3,20,7,0.0,10,0,3,0.28583333333333333,0.0275
34,0,3,1,2,28,3,4,95,2,2,3,1,0,21,4,8,2,3,8,7,0.6931471805599453,7,0,4,0.31083333333333335,0.225
36,1,3,0,0,15,4,4,88,1,2,4,1,0,24,1,15,4,2,15,11,2.3978952727983707,10,0,4,0.31083333333333335,0.225
41,1,5,0,2,3,3,3,57,2,2,2,2,0,11,3,14,5,3,5,4,0.0,4,0,3,0.31083333333333335,0.225
32,1,2,2,2,2,3,4,78,3,1,1,1,0,14,4,4,4,3,4,2,0.6931471805599453,2,0,3,0.28583333333333333,0.06416666666666666
35,0,5,2,2,26,4,3,31,3,3,4,1,1,16,3,9,2,3,9,0,0.6931471805599453,7,0,3,0.045,0.0375
38,0,5,1,2,10,2,1,100,3,2,4,1,0,11,3,10,1,3,10,7,0.6931471805599453,9,0,2,0.31083333333333335,0.225
50,1,5,0,1,1,4,2,94,3,2,3,7,0,12,4,12,3,3,6,3,0.0,1,1,4,0.31083333333333335,0.225
36,0,3,1,2,11,4,2,100,2,2,4,4,0,13,1,8,2,2,6,3,0.0,0,0,3,0.31083333333333335,0.225
40,1,5,2,2,2,4,3,52,2,1,3,2,0,14,4,8,2,3,2,2,1.0986122886681098,2,0,3,0.28583333333333333,0.06416666666666666
35,1,5,1,1,18,4,3,80,3,2,3,1,1,14,4,10,2,4,10,2,0.0,2,0,3,0.28583333333333333,0.06416666666666666
40,0,4,1,2,2,4,3,98,3,1,3,2,0,14,2,20,2,3,5,3,0.0,2,0,3,0.28583333333333333,0.06416666666666666
35,0,5,1,2,1,4,3,62,1,1,4,1,0,12,4,4,5,3,4,3,0.6931471805599453,1,0,3,0.28583333333333333,0.06416666666666666
29,1,1,1,2,13,2,4,46,2,2,2,4,1,13,1,10,2,3,4,3,0.0,3,0,3,0.28583333333333333,0.06416666666666666
29,0,4,2,2,28,4,4,73,2,1,1,1,0,14,2,5,3,1,5,4,0.0,4,0,2,0.28583333333333333,0.06416666666666666
50,1,3,0,2,28,3,4,39,2,3,1,4,1,13,2,20,3,3,3,2,1.0986122886681098,0,1,3,0.31083333333333335,0.225
39,0,3,1,2,24,1,2,60,2,4,4,0,0,11,1,21,2,2,20,9,2.302585092994046,6,0,2,0.31083333333333335,0.225
31,1,4,2,0,5,3,2,74,3,2,1,0,0,19,2,10,2,3,9,4,0.6931471805599453,7,0,2,0.28583333333333333,0.0275
26,0,1,2,2,5,3,4,30,2,1,3,0,0,18,4,5,2,3,4,2,0.0,0,0,3,0.31083333333333335,0.0575
39,1,4,1,2,6,1,4,42,2,3,1,4,0,15,1,9,5,3,7,7,0.6931471805599453,7,0,3,0.28583333333333333,0.0275
27,1,5,1,2,4,3,2,87,4,2,2,1,1,20,2,6,0,3,6,2,0.0,3,0,3,0.28583333333333333,0.0275
49,1,4,1,1,2,3,4,63,2,2,2,2,0,14,4,17,3,2,9,6,0.0,8,0,3,0.31083333333333335,0.225
34,1,4,1,2,8,3,2,82,4,2,3,2,0,12,1,6,3,4,4,3,0.6931471805599453,2,0,3,0.28583333333333333,0.05333333333333334
41,0,5,2,2,1,2,2,94,3,2,4,8,1,11,1,8,0,1,6,4,0.0,5,1,2,0.31083333333333335,0.225
27,1,4,1,2,2,1,1,40,3,1,2,8,0,12,4,6,3,3,2,2,1.0986122886681098,2,0,2,0.30083333333333334,0.19666666666666666
32,1,5,2,1,2,2,4,79,3,1,4,0,0,13,3,8,2,2,7,7,1.3862943611198906,6,0,3,0.30083333333333334,0.043333333333333335
59,0,4,1,2,3,3,3,81,4,1,1,4,1,20,1,12,3,2,1,0,0.0,0,0,4,0.30083333333333334,0.043333333333333335
30,1,5,0,2,24,1,4,67,3,1,3,1,0,22,2,1,2,3,1,0,0.0,0,0,4,0.30083333333333334,0.043333333333333335
36,1,4,1,2,27,3,3,94,3,2,3,6,0,13,2,17,3,2,7,7,2.0794415416798357,7,0,3,0.30083333333333334,0.043333333333333335
